Loss Type,Alpha,Pearson Correlation,Entropy,Active Neurons
Pearson,1,0.6007479041442215,0.8920933,1.4085923217550274
Pearson,1,0.6112488246738342,0.8909278,1.3884826325411335
Pearson,1,0.6112488246738342,0.8909278,1.3884826325411335
Pearson,1,0.6031859150297992,0.73582894,1.1956124314442413
Pearson,1,0.3151225258818364,0.31527463,1.1178559350693271
