Loss Type,Alpha,Pearson Correlation,Entropy,Active Neurons
Pearson,200,0.2829871792331504,0.7153617,1.2744330772852008
Pearson,200,0.28370977407579145,0.706902,1.266863391240781
Pearson,400,0.26770638424167953,0.7116561,1.2700079225655334
Pearson,400,0.24071453651809316,0.69420326,1.2623505907478212
Pearson,10000,0.3027958707029737,0.7274697,1.2776836255496997
