Loss Type,Alpha,Pearson Correlation,Entropy,Active Neurons
Entropy,1,0.2889318704444938,0.7130389,1.2715158891453198
Entropy,1,0.23724235735646312,0.68739337,1.256816659586113
Entropy,1,0.26081116483600936,0.7123567,1.268202572728769
Entropy,5,0.2850990672005976,0.72393095,1.2742252534646872
Entropy,5,0.297366189203973,0.70517194,1.268591429085384
Entropy,10,0.2861545502767386,0.71191293,1.273355684919186
Entropy,10,0.38964045452783064,0.7113383,1.2682576862281316
Entropy,100,0.37625854453781976,0.07140236,1.0082161214640288
Entropy,50,0.2792154531437472,0.70710737,1.2659352646022068
